2017-09-01 00:00:00,7906.07205,204.5,2558.4,748.5,8740.747,157.5,3.8,39419.3,14712.9,53738.3,1784.17302,14571.67,304.2,1192.77516,65871,11667.83,25136,98599,600.1,3729.1,38047,2300,1311.5,73,446.67,5,23591,3546,6.7,14830,142.5,2940.5,784.1,741.2,74.9,184.6,1739.496,454.4,442.9,3354,4425.68,187.93,4724.31,5739.68,2223,32.38273,141.2,6.7,194.8,2444.019,2046.984762,122.2,1233,9303,10.24159712,2123.25,92.84333275,2180,3019,1356,11315,445.55,100.1,57.74469091,100,6551.06,124092028518,1821.326,8.7,51094.2,26117,201169728574,1800.887,15833,99.9,50671.2262
2017-10-01 00:00:00,8540.415078,204.8,2582.6,757,8881.996,157.4,3.9,39571,14721.3,54378,1824.23601,14487.93,304.7,1245.70962,65108,11667.8,26907,98967,662.6,3714.2,38333,2331,2152.1,72.7,452.68,5,24194,3421,6.9,15341,142.4,3064,750.7,750.7,74.7,189.2,1772.829,481.6,470.3,3387,4210.36,195.51,4978.75,5654.3,2093,31.42667,145,6.9,196.5,2376.221,2079.445909,125.9,1375,9299,10.02679235,2150.13,93.39194481,2062,3445,1522,11588.75,435.8,94.2,57.69805238,100.2,6861.91,130677542614,1812.89,8.5,51230,25953,163000440905,1709.864,17608,100.2,52332.2755
2017-11-01 00:00:00,8540.415078,205.1,2559.7,763.4,8996.625,157.5,3.9,39667.5,14747.8,54748.3,1949.44693,14530.75,304.3,1283.95996,65443,11667.8,28172,98073,653.1,3720,38848,2322,2152.1,72.5,457.02,5.1,24773,3608,7.1,15860,142.5,3110,746.9,746.9,74.6,189.7,1889.256,464.2,453.4,3505,4013.81,197.763,5068.81,5717.42,2125,32.21857,140.7,7.1,199.6,2431.37,2138.820952,132.15,1528,9745,11.29349916,2108.88,93.57689642,2201,3560,1578,11900,423.4,100.5,58.92655238,99.7,6824.71,178491082981,1806.6,8.25,51202.3,26531,226715357743,1766.42,18427,100.2,54632.0929
2017-12-01 00:00:00,8540.415078,205.2,3074.3,809.8,9137.261186,157.7,3.9,40114.4,14789.4,55434.7,2142.2016,14952.41,303.5,1392.8832,64559,11667.8,29677,92170,652.5,3749.6,51197,2477,2152.1,72.6,460.41,5.1,24984,3930,18.8,17416,142.8,3289,977.8,971,74.6,196.5,1922.738,477.1,466.2,3123,3904.76,222.5,5075.89,5700.31,1971,30.47045,146,18.8,207.2,2385.137,2118.189048,130.5,1723,9566,12.79271111,2064.25,94.00838619,2305,3797,1366,11375,422.5,100.5,58.57385455,100.2,6836.01,86871833905,1833.713364,7.75,51172.4,26495,156987452143,1712.353,20111,100.4,60180.5292
2018-01-01 00:00:00,7491.333333,205.3,2330.4,779.8,8689.639,158.2,3.9,42442.2,14849.1,55809.6,1892.4698,14650.46,302.9,941.50654,65331,10357.2,29648,99269,679.3,3787.8,39017,2505,817.0666667,71.9,467.14,5.2,24844,3900,5,18173,143.4,3341,420.3937179,420.4,74.9,180,1996.839,470.5,462.8,2487,3752.94,246.66,5158.02,5856.03,1552,31.18625,143.6,5,171.6,2429.459,2264.502,143.36,1103,9858,16.83177417,2227,95.09803877,2265,3897,1152,12697.5,429.6,94.3,56.4981,99.8,7111.59,119847827286,1442.515,7.75,49827.3,23750,281816892990,1812.114,19790,100.3,49604.6231
2018-02-01 00:00:00,7491.333333,205.4,2271.8,764.9,8660.537,158.8,3.8,41597.5,14883.4,54430,1742.74935,14601.67,302.9,1064.9671,65701,11023.5,28729,99806,725,3826.3,40443,2453,817.0666667,72,474.92,5,24367,4152,5.2,18685,144.2,3728,415.1295439,415.1,75.4,175.3,1868.083,431.4,423.1,2676,3729.71,267.22,5697.61,6030.32,1534,30.58316,134.9,5.2,171.5,2438.482,2273.786842,143.16,1089,9769,11.93137759,2175.75,95.00217992,2256,3802,1192,13652.5,455.7,101.5,56.80670526,100.2,7042.97,144361113757,1459.372473,7.5,50519.5,23042,247439753457,1811.292,18960,100.2,50383.9533
2018-03-01 00:00:00,7491.333333,205.6,2486.4,803.8,8778.0903,159.6,3.8,42045.5,14948,54486.6,2097.89188,14130.82,303,1240.19434,64624,11089.3,28589,96493,714.5,3895.1,42364,2397,817.0666667,72.3,482.31,5,23737,4191,5.5,17459,145.2,3767.5,533.7770435,533.8,76.1,187.3,1816.79,482.7,474.1,2795,3698.96,266.74,5669.31,5941.62,1534,30.18762,145.4,5.5,187.7,2431.882,2287.331429,142.33,1189,9672,15.03055307,2087.38,95.1391878,2244,4208,1055,13442.5,484.6,100.1,57.06360476,100.3,6861.91,116791766274,1462.551,7.5,50571.8,23959,228498639081,1753.36,18917,100.3,57725.2503
2018-04-01 00:00:00,8323.333333,205.9,2468.6,807,8675.751,160.3,3.7,42377,15013.9,54162.8,2232.806,13758.16,302.9,1301.442,63507,10936.5,29822,98226,739.9,3947.8,43381,2318,1252.433333,72.3,486.3,4.9,23043,4167,4.5,17421,146.3,3965,585.4267215,585.4,76.7,181.9,1897.14,463.8,455.7,2860,3772.83,226.11,5743.7,5798.35,1552,32.43952,141.9,4.5,184,2606.706,2236.146364,145.93,1142,10784,15.32607666,2244.38,94.72886606,2221,4315,1341,13972.5,469.9,105.4,60.76989048,101.2,6778.13,158324749826,1456.898,7.25,51393.2,26967,328818032979,1807.848,19038,100.4,56362.4509
2018-05-01 00:00:00,8323.333333,206.1,2522.6,804.4,8733.564,160.8,3.6,43122,15071.3,56035.1,2287.16378,14664.66,302.5,1336.54686,65161,10934.6,33021,97500,764,3969.9,44076,2487,1252.433333,72.5,483.04,4.7,22123,4336,3.5,19445,147.3,4155,609.3292692,609.3,77,183.7,1959.274,473.1,464.1,3001,3962.67,228.53,6157.01,5933.48,1669,32.99421,144.9,3.5,188.5,2607.208,2313.15,145,1159,13198,15.27564152,2285,95.28463719,2213,3672,1090,14497.5,518.45,100.2,62.2309,100.7,6789.71,101944986612,1448.768,7.25,51359.7,31993,242047080895,1809.282,19823,100.4,57486.2746
2018-06-01 00:00:00,8323.333333,206.3,2573.3,828.3,8821.659,161.2,3.5,43257.4,15165.8,55425.7,2279.94528,13896.64,301.5,1321.78836,67637,10759.3,33414,100409,839,4060.3,45848,2335,1252.433333,72.5,483.93,4.7,21631,4339,5.3,23088,148.3,4200.5,748.7602619,748.8,76.9,184,1985.488,453,441.8,2818,3927.58,211.54,6193.09,5846.29,1671,33.30857,143.2,5.3,192.1,2587.876,2267.380952,141.01,1074,14349,15.26493141,2229.25,94.98179126,2205,3302,1385,15250,497.8,100.1,62.76850476,100.5,6867.97,111065973909,1453.277,7.25,51114.7,32837,217355635353,1785.587,19065,100.5,57322.6528
2018-07-01 00:00:00,9065.666667,206.6,2643.9,841,8898.644,161.5,3.6,44126.7,15274,55842.2,2157.56026,13726.42,300.1,1333.69832,72352,10653.6,32766,100582,854.4,4040.9,42413,2275,1521.366667,72.7,478.43,4.7,21428,4312,5,22572,149.1,4339,765.5082236,765.5,76.7,185.1,1882.002,472.3,462,2803,4839.26,221.52,6258.73,5741.06,1684,31.77667,147.6,5,190.3,2503.966,2311.018182,143.79,1125,13634,13.10589269,2073,94.77801556,2156,3163,1747,13827.5,504.8,103.7,62.86194762,100.6,6174.07,112252663043,1455.659,7.25,50960.2,30284,198794458267,1679.362,19132,100.3,55042.4362
2018-08-01 00:00:00,9065.666667,206.7,2744,844.2,9043.77,161.6,3.5,43910.3,15249.2,55991.1,2554.63392,13972.32,298.9,1475.36168,73951,10492.7,33192,98946,927,3943.3,41364,2294,1521.366667,73.4,480.31,4.6,21431,4571,5.2,21851,149.5,4460,768.9355473,768.9,76.3,187.5,1945.238,472.1,462.4,3389,4844.38,198.54,6521.66,5886.67,1746,31.89478,149.2,5.2,194.1,2553.448,2295.886522,149.95,1131,14218,16.33370005,2065.75,93.95991001,2003,3108,1579,13505,544,100.2,66.0764087,101.2,5970.69,130184595890,1453.181,7.25,47331.5,30296,230092834423,1712.095,18974,100,58914.4286
2018-09-01 00:00:00,9065.666667,206.7,2719.1,827.7,9047.151,161.7,3.4,44369.1,15222.1,57989.4,2536.89002,15396.91,298.4,1299.27231,74511,10301.1,35232,101240,1084.5,3840.2,41774,2609,1521.366667,73.1,464.32,4.5,21879,4606,6.3,22277,149.7,4690.5,843.8965597,843.9,76.1,187.3,2190.382,462.3,452.7,3219,5160.28,185.23,6931.95,6008.48,1741,31.06714,148.3,6.3,193.4,2609.681,2381.77,162.61,1242,15664,18.29007135,2057.88,94.38249962,1989,3767,1540,12561.25,517.9,100.1,67.66609524,100.9,5883.06,104863570802,1452.978,7.3,47133.9,33287,277654702419,1748.95,19568,100.2,58436.7323
2018-10-01 00:00:00,9740.333333,206.6,2744.9,833.6,9043.279,161.8,3.6,44254.7,15271.1,58672.7,2719.52373,15130.37,298.8,1414.055,77214,10528.2,37129,100654,1173.9,3833.2,42332,2524,2336.466667,72.5,470.48,4.7,22525,4699,5.9,24963,149.8,5045,822.7739083,822.8,75.9,195.5,2291.829,488.2,478.4,3139,5004.49,196.05,7450.21,6232.3,2010,30.92545,153.5,5.9,202.6,2571.488,2387.103478,155.47,1379,16533,19.82352291,2029.75,94.77298887,1972,4249,1490,12475,514,94.8,65.85452727,100.2,6107.38,114157504603,1446.605,7.5,47084.2,35080,352881882107,1753.376,20596,100.4,62611.8955
2018-11-01 00:00:00,9740.333333,206.5,2762.8,844.8,9094.735,161.9,3.7,44218.4,15351.5,59653.5,2683.65651,14776.56,300,1418.01966,81022,10673.4,37961,100042,1055.6,3883.5,42595,2460,2336.466667,72.6,470.73,4.8,23494,4534,6.8,25536,149.9,4907.5,818.5665975,818.6,75.9,195,2415.834,474.4,464.4,3209,4972.45,197.99,7055.73,5997.32,2006,30.6281,149.6,6.8,201.7,2603.949,2378.272381,161.29,1529,15292,19.07352666,1944.63,94.0953623,1921,4304,1231,11338.75,506,100.7,66.35568095,100.6,6087.81,129008100723,1442.934,7.5,47195,34706,295139271143,1807.2,22669,100.5,61471.1488
2018-12-01 00:00:00,9740.333333,206.6,3311.6,891.2,9137.513,162.2,3.7,44891.6,15467.9,60987,2867.23531,15337.32,301.8,1558.14263,83385,10651,38257,101285,1150.2,3989.2,55569,2587,2336.466667,72.6,472.93,4.8,24444,4648,17.5,22284,150,4993.5,1138.083072,1138.1,75.9,204.8,2691.971,491.8,481.7,3070,4567.75,184.93,7137.17,6281.75,2005,31.65136,154.2,17.5,215.8,2705.386,2372.620476,153.5,1718,12918,19.44139871,1934.25,94.08017305,1940,4972,1271,10912.5,523.2,101,67.33531364,100.9,6026.63,94386527011,1433.25,7.5,47148.1,29404,262649738429,1717.696,25339,100.8,62753.2229
2019-01-01 00:00:00,8203,206.8,2507.5,828.1,9176.396,162.5,3.7,47109.3,15743.6,62302.4,2038.7884,15343.99,303.7,1081.9909,82350,11567.4,34315,102946,1131.9,4065.7,42263,2531,899.0333333,71.2,476.87,4.9,24733,4700,4.2,20727,150.2,4982,401.2,401.2,76,182.9,2875.52,481.7,473.4,2420,4036.05,203.32,6982.28,6308.39,2029,33.22188,150.2,4.2,170.8,2760.22,2455.88,162.82,1094,12755,14.38521888,1865.38,94.83965682,1882,4965,668,11607.5,517.7,97.6,66.51254375,100.9,5868.73,96410020594,1426.922,7.75,49156.5,23595,216613718418,1725.344,21560,101,47974.0699
2019-02-01 00:00:00,8203,207.3,2454.6,827.2,9212.028,162.8,3.7,45721.2,15797.1,62448.7,2284.37088,15213.04,305.6,1195.64832,78339,11597.5,31327,96429,1143.6,4103.9,43062,2524,899.0333333,71.5,489.37,4.9,25033,4634,5,21426,150.5,5265.5,436.8,436.8,76,179.8,3027.537,439.4,431.5,2711,3903.5,208,7241.63,6422.65,2030,33.476,141.4,5,174.9,2792.077,2498.371,158.99,1101,14372,16.54328939,1891.88,95.28015531,1943,4459,658,12822.5,514.2,100.4,65.810525,100.1,6234.14,105843776257,1419.439,7.75,47683.7,22548,210171049785,1723.435,16955,100.4,52762.4542
2019-03-01 00:00:00,8203,208.2,2690.4,860.5,9229.171,163.3,3.5,46212.6,15886.7,62655.5,2397.53447,15303.65,307.4,1353.24538,74900,11493.9,30396,102234,1085,4179.8,46324,2541,899.0333333,71.5,489.18,4.7,25028,4718,5.6,22804,150.9,5516.5,581.6,581.6,75.9,190.6,3216.561,494.9,484.6,2556,3887.88,207.7,7100.46,6564.49,2044,32.21095,151.9,5.6,189.2,2728.35,2484.8475,149.61,1193,15626,16.04321521,1896.25,95.92397913,1976.5,4350,689,13070,458.1,100,65.09225714,100.6,6424.29,159453394750,1416.834,7.75,47557.7,21872,222837666828,1768.895,14770,100.3,57385.6292
2019-04-01 00:00:00,8876.333333,209.4,2656.9,865.9,9497.341,164,3.6,46141.2,15956.1,62930.1,2373.67017,15184.86,308.9,1424.4738,72039,11539.2,30727,102505,1077,4242.9,48030,2400,1351.866667,71.4,494.29,4.7,24747,4542,4.8,22901,151.3,5893,632.3,632.3,75.8,187.8,2887.739,476.7,466.4,2920,3828.25,233.24,7139.9,6480.01,2059,31.23238,148.1,4.8,190.2,2672.483,2558.224091,163.95,1191,16048,14.69273611,1868,96.52096553,1971.5,4407,1011,13005,458.5,105,64.60310476,100.3,6447.44,101356487850,1416.211,7.75,51067.2,22005,262725340858,1842.531,14679,100.3,57623.9939
2019-05-01 00:00:00,8876.333333,210.8,2703.2,859.5,9903.055,164.8,3.4,46435.9,16059.2,63037,2113.1488,14582.94,310.2,1291.83136,72366,11587.5,31319,103039,1201.2,4356.6,47926,2366,1351.866667,71.6,500.62,4.5,24546,4522,4.6,24164,151.7,5511,662.7,662.7,75.8,185,2777.174,478.7,469,2901,3814.44,228.69,7302.18,6433,2050,30.45278,149.1,4.6,186.5,2674.746,2591.336667,215.1,1169,16310,12.67099417,1806.25,96.60038698,2105,3809,1096,12075,457.9,100,64.81870556,100.7,6027.46,113127199695,1410.033,7.75,51145.8,25978,487231012523,1734.148,15009,100.3,51855.2075
2019-06-01 00:00:00,8876.333333,212.1,2741,874.2,10029.368,165.6,3.3,46735.3,16064.4,63302.1,2042.34116,15050.62,311.6,1259.95992,72926,11732.3,31511,107256,1323.2,4367,49348,2473,1351.866667,72,509.49,4.4,24258,4574,5.9,23631,151.9,5256,816.6,816.6,75.9,187.7,2964.586,456.2,444.5,2949,3821.72,238.8,7668.1,6298.18,1909,30.8985,146.6,5.9,196.5,2797.38,2748.511053,232.83,1086,14536,12.19250153,1784.5,96.28972797,1941.5,3289,1354,11930,524.5,99.9,64.16905,100.2,5853.29,141265875110,1409.464,7.6,51261.4,28235,419815772522,1665.673,16975,100,52078.0465
2019-07-01 00:00:00,9448.666667,213,2807,892.3,10135.103,166.2,3.4,47349.4,16121.9,63253.9,2115.05398,15402.03,313,1414.13456,74516,11915.4,31242,107987,1345,4311.7,46509,2481,1652.1,72.2,522,4.5,24142,4556,6.2,19973,152,5355,841.5,841.5,76,190.1,3141.816,469.1,456.9,2570,3762.96,234.75,7895.89,6532.13,1870,31.93636,151.1,6.2,197.6,2873.893,2759.329565,236.9,1155,14758,11.08651832,1818.25,96.3750347,1905,3460,1868,13885,504.6,103.1,63.22268182,100.2,5948.09,136236198944,1405.769,7.5,53954.6,27869,477092466963,1711.509,16484,100.2,55308.3305
2019-08-01 00:00:00,9448.666667,213.4,2897.5,900.3,10428.073,166.5,3.3,47351,16058,63440.7,2280.27455,14967.54,314.1,1457.85974,75556,11851.2,30221,108511,1315.4,4170,44961,2371,1652.1,72.5,528.72,4.3,24360,4624,5.8,20003,151.8,5205,838.3,838.3,76.1,192.2,3075.852,471.2,459,2753,7867.7,229.35075,7665.93,6439.83,1894,36.08174,152.6,6,200.5,3152.203,2673.455455,232.15,1156,13736,12.52037207,1777,95.88475048,1876.5,3899,2378,15780,473.7,100.2,65.68613182,101,5697.87,183744159584,1399.864,7.25,53828,25372,414155186844,1812.959,16485,99.8,55791.5158
2019-09-01 00:00:00,9448.666667,213.2,2856.2,886.4,10514.002,166.5,3.4,47584.1,16010.5,64172,2285.9437,15959.5,315,1348.43944,78086,11934.6,31033,106316,1292,4062.7,45541,2550,1652.1,72.2,536.75,4.5,24706,4850,6.5,19650,151.5,5368.5,942.2,942.2,75.9,193.3,3332.136,465.2,452.7,2605,8170.49,230.3828284,7627.08,6753.07,1874,38.05,151.1,6,203.2,3156.881,2789.105238,225.9,1297,11721,14.43231142,1784,96.94002746,1811.5,4019,1823,17575,482.6,99.9,64.958705,100.3,5758.22,154766818034,1399.553,7,53888.42128,26683,471663408679,1975.124,19312,99.8,55909.8971
2019-10-01 00:00:00,10008.33333,212.7,2904.6,892.5,10597.713,166.2,3.5,48266.8,16003.4,64193.6,2363.8287,15899.39,315.6,1522.46919,76044,12053.6,31627,106949,1317,4022.6,46549,2498,2540,72.1,542.12,4.6,25287,5014,6.5,20484,151.1,5389,930.1,930.1,75.6,201.1,3557.036,490.1,477.7,2555,7927.69,228.0098852,7855.61,6626.97,1732,36.4187,153.9,6.7,214,3092.046,2773.500435,260,1425,10899,13.06966406,1728.25,96.614061,1841,4153,1731,16812.5,510.3,95.8,64.3749913,100.3,5772.82,176479070687,1390.14,7,53625.5,26846,549623224910,1854.48,20728,100.1,60238.5178
2019-11-01 00:00:00,10008.33333,212.2,2932.5,897.1,10678.065,165.7,3.5,48082.4,16028.7,64353.4,2291.88528,15708.98,315.8,1487.74536,75630,12331.2,32743,107854,1360.2,4031.5,46285,2427,2540,72.7,561.1,4.6,25797,4948,7.8,19301,150.6,5937,851.1,851.1,75.1,196.9,3631.925,469,457.4,2638,7949.61,236.469052,8505.86,6671.01,1729,35.36524,150.7,7.9,204.5,3022.08,2945.8575,257.54,1551,8070,12.59082814,1761.25,97.40765055,1942,4426,1528,15042.5,511.5,100,63.86711905,100.3,5858.25,166792215627,1393.915,6.5,53935.7,26175,645166016331,1850.6,24673,100.3,58057.404
2019-12-01 00:00:00,10008.33333,211.7,3472.9,951.7,10739.872,165,3.5,49195.3,16067.4,64912.4,2453.05993,15626.65,316,1507.19895,74434,12583.2,33440,109003,1269.8,4067.7,62239,2424,2540,72.4,564.97,4.6,26210,4904,17.4,20377,149.9,6150,1197.8,1197.8,74.6,208.3,3844.532,486,474.3,2908,7946.22,257.6803259,8510.49,6530.37,1717,34.54095,156.1,18.5,222.9,2992.246,2982.649048,256.4,1746,7187,15.02976058,1773.25,97.9519442,1925,4740,1090,13997.5,541.7,99.9,62.9325381,100.3,6175.17,173563048519,1386.134,6.5,54164.4,24345,504276895800,1864.783,26253,100.4,61572.653
2020-01-01 00:00:00,8284,211.3,2642.5,886.4,10171.932,164.1,3.5,51660.3,16284.9,65675.3,1927.88928,15718.73,316.1,1075.52544,74041,13252.8,33380,106618,1265,4096.1,46674,2410,990.9333333,71.4,572.05,4.6,26383,4790,5,20960,148.8,6203.5,438.6,438.6,74,184.6,4559.038,463,454.5,2114,7773.06,270.87,8789.86,7031.38,2172,35.62176,150.8,5,175.7,3096.011,3133.9345,226.7,1144,11690,13.78958474,1804.88,98.05611943,1936.5,4426,487,13873.75,565.5,98.9,61.81214706,100.2,6176.27,241295726933,840.53,6.25,54848.3,25109,566931246630,1970.821,21690,100.4,47207.2316
2020-02-01 00:00:00,8284,211,2632.9,881.4,10092.035,163.1,3.4,50622.9,16316.5,64851.1,1922.88096,16336.63,316.4,1233.82182,72530,13188.1,30767,107529,1150,4109,47257,2421,990.9333333,71.1,578.5,4.6,26436,4828,4.9,20350,147.2,6519.5,490.6,490.6,73.5,185.2,5171.868,437.3,428.2,2251,7840.55,260.06,8463.6,7332.5,2006,36.8575,144.8,4.9,184.3,3279.111,3063.527368,202.65,1148,11411,16.48667009,1715.63,96.56950822,1980.5,3860,535,12958.75,550.7,100.1,41.794925,100.6,5692.63,254164745105,836.089,6,54731.8,25939,667590710256,1984.388,19356,100.3,46793.7035
2020-03-01 00:00:00,8284,210.9,2953.2,851.4,10388.64138,161.9,3.5,51314.2,16428,66181.7,2331.9,15379.16,317.1,1591.52175,71050,13076.6,29546,109735,984.8,4176.9,50948,2322,990.9333333,71.4,574.44,4.7,26360,4940,5.5,18214,145.2,5816,622.6,622.6,73.1,193.8,4938.739,461.1,451.3,2207,8249.59,203.4,7555.1,7081.13,2005,35.35,151.8,5.5,197.9,3755.852,2462.514286,181.41,1243,11572,10.04318846,1662.88,88.94086754,1895,4074,626,12052.5,522.05,100.8,73.71944211,102.7,5274.03,489526376159,832.7738021,6,54616.7,26179,1201563271748,1797.867,17974,100.6,50199.1196
2020-04-01 00:00:00,7894,210.9,2144.4,564.4,10339.51765,160.8,4.3,52327,16574.1,70068.4,1839.67085,16418.81,318.4,1292.59629,75091,12874.1,27225,111222,893.2,4321.4,49306,2465,1369.533333,70.2,567.6,5.8,26137,5990,3.2,10229,143.2,4595,629.6,629.6,72.9,182.6,5065.138,447.7,438.7,2153,12855.75,198.43,6318.86,7160.85,2090,36.46778,147.1,3.2,180.3,4066.324,2588.827273,190,1195,8882,7.317398411,1504.25,80.75944744,1508.5,4757,635,11898.75,545.7,104.2,74.76353333,100.4,5079.47,328447539262,781.6191697,6,54068.4,20315,877484522603,1826.647,18343,100.8,41988.2444
